"Respondent","Database1","Database2","Database3","Database4","Database5","Database6","Database7","Database8","Database9","Database10","Database11","Database12","Database13"
60672,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60673,"DynamoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60675,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60677,"Firebase","MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
60680,"MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60682,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60684,"MySQL","PostgreSQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
60693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60701,"DynamoDB","MongoDB","Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
60719,"MariaDB","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
60726,"Microsoft SQL Server","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60727,"Couchbase","DynamoDB","Elasticsearch","Firebase","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA
60735,"MongoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60738,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60739,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60752,"Elasticsearch","MariaDB","MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60754,"Microsoft SQL Server","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60757,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60764,"Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
60765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60783,"Elasticsearch","Firebase","MongoDB","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA
60785,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60786,"Couchbase","Microsoft SQL Server","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
60788,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60789,"DynamoDB","Elasticsearch","Firebase","MongoDB","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
60799,"Elasticsearch","MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60813,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60836,"Cassandra","DynamoDB","Elasticsearch","MySQL","Oracle","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA
60837,"PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60841,"Cassandra","MongoDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
60852,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60861,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60869,"Elasticsearch","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
60870,"MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
60877,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60880,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60883,"Couchbase","PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60885,"Cassandra","Elasticsearch","MongoDB","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA
60890,"MariaDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60898,"DynamoDB","Elasticsearch","MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60925,"Microsoft SQL Server","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60928,"Elasticsearch","MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60930,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60955,"Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60958,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60981,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60986,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60991,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60995,"Cassandra","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
60996,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60997,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61007,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61022,"PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61025,"PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61028,"Firebase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61039,"MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
61050,"Elasticsearch","Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61056,"Firebase","MariaDB","Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
61057,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61061,"PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61067,"Elasticsearch","MongoDB","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
61068,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61070,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61076,"Microsoft SQL Server","PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61111,"Cassandra","Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61116,"Elasticsearch","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61135,"Firebase","MariaDB","MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61147,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61148,"MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61152,"MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite","Other(s):",NA,NA,NA,NA,NA,NA
61158,"Cassandra","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61162,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61163,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61166,"MariaDB","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61171,"Elasticsearch","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61186,"MariaDB","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
61192,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61193,"Elasticsearch","Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA
61204,"MariaDB","Redis","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61223,"PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61231,"DynamoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61237,"PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61239,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61250,"DynamoDB","Elasticsearch","MySQL","PostgreSQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA
61262,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61268,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61275,"MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61278,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61289,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61290,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61301,"Microsoft SQL Server","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
61315,"DynamoDB","Elasticsearch","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
61317,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61340,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61367,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61372,"MongoDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61378,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61390,"MariaDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61391,"MongoDB","Microsoft SQL Server","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61407,"Firebase","MariaDB","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
61409,"MongoDB","Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA
61414,"DynamoDB","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61418,"MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61419,"Couchbase","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
61444,"Firebase","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
61445,"MariaDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61448,"Elasticsearch","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61463,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61487,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61490,"MongoDB","Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61495,"DynamoDB","Firebase","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
61503,"Redis","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61504,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61513,"Couchbase","Firebase","MariaDB","MongoDB","MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
61516,"MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61517,"Elasticsearch","MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
61519,"Elasticsearch","MongoDB","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
61533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61535,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61538,"MariaDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61549,"Elasticsearch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61550,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61556,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61563,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61571,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61577,"MongoDB","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61600,"Firebase","Microsoft SQL Server","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
61605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61615,"Firebase","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61618,"Microsoft SQL Server","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61621,"MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61635,"MongoDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61650,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61652,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61659,"Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61660,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61661,"PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61668,"MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61687,"Cassandra","Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA
61698,"MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
61701,"DynamoDB","Elasticsearch","MongoDB","MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA
61706,"MongoDB","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61709,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61712,"PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61720,"Elasticsearch","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
61740,"Cassandra","Elasticsearch","MariaDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61755,"Elasticsearch","Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61756,"MySQL","Oracle","PostgreSQL","SQLite","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
61767,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61781,"Cassandra","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61782,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61796,"DynamoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61818,"Cassandra","Elasticsearch","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA
61823,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61824,"Elasticsearch","Microsoft SQL Server","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
61825,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61826,"Cassandra","Elasticsearch","MongoDB","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61828,"Microsoft SQL Server","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61834,"Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61843,"Elasticsearch","MariaDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
61851,"MariaDB","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61855,"MariaDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61856,"MariaDB","MongoDB","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA
61858,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61863,"MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61872,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61877,"Elasticsearch","Firebase","MongoDB","Microsoft SQL Server","Redis",NA,NA,NA,NA,NA,NA,NA,NA
61878,"Elasticsearch","MariaDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA
61888,"Firebase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61889,"MySQL","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61891,"MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61907,"MariaDB","MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61908,"MariaDB","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61925,"Elasticsearch","Firebase","MariaDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL",NA,NA,NA,NA,NA,NA
61928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61936,"Elasticsearch","Microsoft SQL Server","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61937,"MariaDB","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61940,"DynamoDB","MariaDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA
61949,"Cassandra","DynamoDB","Elasticsearch","Firebase","MariaDB","MongoDB","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA
61950,"Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61953,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61956,"Elasticsearch","Microsoft SQL Server","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61964,"MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61965,"Oracle","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61987,"MySQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61988,"MariaDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61999,"DynamoDB","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62007,"MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
62012,"MongoDB","Microsoft SQL Server","MySQL","Oracle","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
62013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62017,"Elasticsearch","MariaDB","Microsoft SQL Server","MySQL","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
62018,"Microsoft SQL Server","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62022,"Elasticsearch","Firebase","MongoDB","Microsoft SQL Server","MySQL","Oracle","Redis","SQLite",NA,NA,NA,NA,NA
62031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62035,"Elasticsearch","MariaDB","MySQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
62037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62038,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62047,"MariaDB","MongoDB","Microsoft SQL Server","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA
62077,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62079,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62081,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62089,"Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62090,"MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62098,"Cassandra","Couchbase","DynamoDB","Elasticsearch","Firebase","MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite"
62099,"MongoDB","MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
62110,"Elasticsearch","Microsoft SQL Server","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62124,"Cassandra","Couchbase","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA
62130,"Microsoft SQL Server","MySQL","Oracle","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA
62137,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62144,"MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62153,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62180,"MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62200,"Firebase","MongoDB","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
62201,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62204,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62212,"Elasticsearch","MongoDB","Redis","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
62228,"PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62229,"PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62232,"MySQL","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62233,"PostgreSQL","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62246,"Microsoft SQL Server","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62257,"Elasticsearch","MySQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62268,"MariaDB","MongoDB","MySQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
62272,"Cassandra","MongoDB","Microsoft SQL Server","Oracle",NA,NA,NA,NA,NA,NA,NA,NA,NA
62275,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62278,"Elasticsearch","MongoDB","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62292,"MySQL","Oracle","PostgreSQL","SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA
62293,"MySQL","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62301,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62304,"Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62307,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62317,"MariaDB","MongoDB","Microsoft SQL Server","MySQL","Oracle",NA,NA,NA,NA,NA,NA,NA,NA
62320,"DynamoDB","Firebase","MySQL","Oracle","PostgreSQL","Redis",NA,NA,NA,NA,NA,NA,NA
62324,"Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62335,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62336,"MongoDB","MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62340,"Microsoft SQL Server","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62344,"Microsoft SQL Server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62350,"MongoDB","Microsoft SQL Server","MySQL","Oracle","PostgreSQL","Redis","SQLite",NA,NA,NA,NA,NA,NA
62351,"PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62352,"SQLite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62357,"MySQL","PostgreSQL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62398,"Microsoft SQL Server","MySQL","Oracle","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
62402,"MongoDB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
